id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,recoveries,collection_recovery_fee,policy_code,tot_cur_bal,total_rev_hi_lim
12550,16000,16000,15900, 36 months,7.62,498.59,A,A3,Operations Supervisor,7 years,MORTGAGE,100000,n,credit_card,Credit card refinancing,TX,11.15,0,Feb-2003,1,9,0,8086,33.7,34,f,0,0,0,0,1,159316,24000
12551,19200,19200,19200, 36 months,14.65,662.29,C,C5,Pharmacy Technician,2 years,RENT,45000,n,credit_card,Credit card refinancing,CA,25.38,0,Oct-2001,1,5,0,16662,77.5,9,w,17456.84,17456.84,0,0,1,29831,21500
12552,6000,6000,6000, 36 months,9.17,191.28,B,B2,truck driver,2 years,RENT,60000,n,other,Other,CO,12.28,0,Feb-2005,0,7,0,4457,39.1,12,w,4650.4,4650.4,0,0,1,140243,11400
12553,19725,19725,19725, 36 months,20.49,737.99,E,E4,QA Manager,2 years,OWN,218000,n,major_purchase,Major purchase,WV,9.61,2,Feb-2009,3,11,2,2846,28.2,13,f,18078.69,18078.69,0,0,1,70837,10100
12554,20000,20000,20000, 36 months,12.29,667.06,C,C1,REALTOR,2 years,MORTGAGE,85000,n,debt_consolidation,Debt consolidation,FL,25.75,1,Mar-2003,1,23,0,16879,29.4,44,w,17641.04,17641.04,0,0,1,336850,57500
12555,20000,20000,20000, 60 months,18.25,510.6,E,E1,Manager,2 years,RENT,85000,n,debt_consolidation,Debt consolidation,NJ,31.99,0,Nov-2002,0,16,0,38670,71.1,29,w,19157.83,19157.83,0,0,1,53090,54400
12556,18825,18825,18825, 60 months,19.99,498.65,E,E1,Glass shop mgr,10+ years,RENT,57000,n,debt_consolidation,Debt consolidation,AR,21.2,0,Feb-2002,1,11,1,13219,39.3,24,w,15222.73,15222.73,0,0,1,30505,33600
12557,28000,28000,28000, 36 months,15.61,979.02,D,D1,ANALYST,10+ years,MORTGAGE,125000,n,debt_consolidation,Debt consolidation,GA,27.18,0,May-1996,0,14,0,83276,94.4,51,f,0,0,0,0,1,489998,88100
12558,7300,7300,7300, 36 months,10.99,238.96,B,B2,Terminal Operator,5 years,MORTGAGE,139000,n,debt_consolidation,Debt consolidation,NM,11.51,0,Nov-1999,1,14,0,13515,41.5,24,w,3808.04,3808.04,0,0,1,55381,32600
12559,8000,8000,8000, 36 months,14.09,273.78,B,B5,Texas Health Resources ,7 years,MORTGAGE,67000,n,debt_consolidation,Chance of a Lifetime,TX,14.24,0,Apr-2002,1,10,0,24514,76.1,26,w,1829.16,1829.16,0,0,1,126297,32200
12560,15350,15350,15350, 60 months,13.99,357.09,C,C4,returns and core processing,10+ years,MORTGAGE,35000,n,debt_consolidation,Debt consolidation,MA,19.68,0,May-2004,0,10,0,13236,59.1,14,w,13472.23,13472.23,0,0,1,122324,22400
12561,2500,2500,2500, 36 months,13.84,85.25,C,C2,,n/a,RENT,19464,n,other,Personal Loan,TX,13.87,0,Nov-1994,3,5,1,792,13.1,20,f,0,0,128.87,23.1966,1,,
12562,9000,9000,9000, 36 months,14.65,310.45,C,C3,st catherine of siena,4 years,RENT,45000,n,debt_consolidation,pay off my debt,NY,17.01,1,Nov-1995,1,21,1,10464,50,51,f,0,0,0,0,1,,
12563,8700,8700,8700, 36 months,11.99,288.93,B,B3,BSA Analyst,1 year,RENT,70000,n,debt_consolidation,Debt consolidation,FL,17.03,0,May-1996,0,25,0,5785,42.2,57,w,0,0,0,0,1,79594,13700
12564,3275,3275,3275, 36 months,19.24,120.45,E,E2,CLAIMS EXAMINER,10+ years,RENT,65000,n,debt_consolidation,Debt consolidation,NY,11.36,1,Jul-1998,0,23,0,5201,81.3,54,f,2544.42,2544.42,0,0,1,166659,6400
12565,31050,31050,31050, 36 months,16.29,1096.08,C,C4,Aramark Healthcare Technololgies,7 years,MORTGAGE,69000,n,credit_card,CC Consolidate,TX,19.37,0,Jul-2001,2,13,0,26656,54.2,34,w,2148.17,2148.17,0,0,1,129031,49200
12566,18000,18000,18000, 60 months,12.99,409.47,C,C2,Assistant store manager,5 years,RENT,40000,n,credit_card,Credit card refinancing,RI,36.42,0,Jun-2004,0,14,0,20704,47.4,27,w,15265.55,15265.55,0,0,1,38408,43700
12567,21000,21000,21000, 36 months,7.89,657,A,A5,,n/a,RENT,81102.84,n,credit_card,Credit card refinancing,OR,15.39,0,Oct-2002,0,6,0,24485,91,6,w,16751.8,16751.8,0,0,1,37387,26900
12568,6500,6500,6500, 36 months,16.99,231.72,D,D3,Executive Director,7 years,RENT,48000,n,debt_consolidation,Debt consolidation,UT,18.8,0,Feb-2003,1,3,0,1278,79.9,12,f,5325.5,5325.5,0,0,1,18156,1600
12569,27500,27500,27500, 60 months,25.83,820.6,G,G2,Manager,4 years,RENT,75000,n,debt_consolidation,Debt consolidation,CA,12.74,0,Oct-2001,0,10,1,24112,70.5,23,w,0,0,0,0,1,152486,34200
12570,19950,19950,19950, 36 months,14.49,686.61,C,C4,Sales/ design,2 years,MORTGAGE,50000,n,debt_consolidation,Debt consolidation,WI,21.2,0,Jun-2000,0,19,0,26565,51.1,26,f,14231.53,14231.53,0,0,1,203319,53600
12571,5000,5000,5000, 36 months,7.9,156.46,A,A4,Tech Support Analyst,2 years,RENT,37000,n,debt_consolidation,Debt consolidation,GA,29.1,0,Sep-2001,0,16,0,805,6.7,24,w,0,0,676.26,6.7626,1,36304,12000
12572,1500,1500,1500, 36 months,7.4,46.59,A,A2,Christopher House ,< 1 year,RENT,38000,n,debt_consolidation,Help Pay off Medical Bills,IL,0.69,0,Sep-2002,1,6,0,1125,16.5,11,f,0,0,0,0,1,,
12573,32000,32000,32000, 60 months,27.31,983.07,G,G2,bartender,10+ years,MORTGAGE,80000,n,debt_consolidation,Debt consolidation,MN,25.88,1,Sep-1999,0,19,3,5802,49.2,37,f,0,0,0,0,1,62705,11800
12574,6250,6250,6250, 36 months,19.2,229.74,D,D3,Transportation,5 years,RENT,25000,n,debt_consolidation,Credit consolidation,CA,21.5,1,Dec-2003,1,17,0,4957,87,32,f,0,0,0,0,1,31766,5700
12575,21000,21000,21000, 60 months,17.27,524.96,C,C5,United Recovery Systems,7 years,MORTGAGE,120000,n,debt_consolidation,Debt consolidation,TX,23.52,1,Dec-1994,0,13,0,47309,87.4,42,f,12035.01,12035.01,0,0,1,427399,54100
12576,35000,35000,35000, 36 months,10.99,1145.69,B,B3,"Director, Advanced Technology",5 years,MORTGAGE,122000,n,debt_consolidation,Debt consolidation,NJ,9.88,1,Jan-1997,0,13,0,38506,35.4,16,w,0,0,0,0,1,393189,108700
12577,7200,7200,7200, 36 months,14.99,249.56,C,C5,driver,8 years,RENT,39000,n,debt_consolidation,Debt consolidation,MD,22.15,0,Jul-1989,0,11,0,10730,63.1,22,f,0,0,0,0,1,26454,17000
12578,6425,6425,6425, 36 months,23.43,250.16,F,F1,,n/a,RENT,19000,n,debt_consolidation,Debt consolidation,NY,34.93,1,Jul-1988,0,7,1,3973,34.5,25,f,4439.18,4439.18,0,0,1,17242,11500
12579,5000,5000,5000, 36 months,10.15,161.69,B,B2,Owner,4 years,MORTGAGE,37000,n,credit_card,Credit card refinancing,MI,22.09,0,Apr-1982,1,7,5,11596,78.4,16,f,3099,3099,0,0,1,14201,14800
12580,8250,8250,8250, 36 months,15.61,288.46,D,D1,Data Conversion Specialist,2 years,MORTGAGE,90000,n,debt_consolidation,Debt consolidation,OR,15.97,1,Feb-1999,0,18,0,27934,53.6,33,f,5913.85,5913.85,0,0,1,53286,52100
12581,13825,13825,13825, 60 months,20.2,367.82,E,E3,Public Works Director,10+ years,MORTGAGE,72000,n,credit_card,Credit card refinancing,WY,23.07,0,Dec-1994,1,7,2,4539,98.7,9,f,11191.39,11191.39,0,0,1,40484,4600
12582,14000,14000,14000, 60 months,14.31,328.01,C,C4,implementation project manager,< 1 year,MORTGAGE,93000,n,credit_card,Credit card refinancing,NH,12.46,1,Oct-1991,1,26,0,8008,9.4,36,w,11749.66,11749.66,0,0,1,289504,84900
12583,19075,19075,19075, 60 months,21.49,521.32,E,E3,Xerox,< 1 year,RENT,60000,n,debt_consolidation,Personal Loan,FL,15.49,0,Oct-2006,0,18,0,14333,64.3,19,f,8541.33,8541.33,0,0,1,42627,22300
12584,20000,20000,19975, 36 months,10.64,651.37,B,B2,Dakota Communications Center,9 years,MORTGAGE,59842,n,debt_consolidation,Consolidation,MN,17.37,1,Jul-2001,0,9,1,9718,63.9,17,f,0,0,0,0,1,227066,15200
12585,12000,12000,12000, 60 months,12.29,268.7,C,C1,Regional Director,7 years,RENT,120000,n,debt_consolidation,Debt consolidation,NY,14.69,0,Jan-2003,1,24,1,1731,3.7,45,w,11102.49,11102.49,0,0,1,241969,47200
12586,5500,5500,5500, 36 months,21,207.22,E,E2,one water mark place,9 years,RENT,50000,n,other,pay off debt,FL,18.36,0,May-2003,1,7,0,8516,72.8,10,w,133.78,133.78,0,0,1,14093,11700
12587,25000,25000,25000, 60 months,25.83,746,G,G2,service mgr,1 year,MORTGAGE,76000,n,credit_card,credit card consolidation,MN,24.57,0,Feb-1993,3,13,0,22584,84.6,25,f,0,0,0,0,1,197121,26700
12588,11575,11575,11575, 36 months,12.12,385.12,B,B3,RCN,10+ years,RENT,35000,n,debt_consolidation,pay off,PA,17.31,0,Feb-1984,0,13,0,20109,61.3,18,f,0,0,1107.71,11.0771,1,20109,32800
12589,12000,12000,12000, 36 months,15.8,420.71,C,C3,Hall Ambulance Service,2 years,RENT,40000,n,credit_card,Refinance Loan,CA,32.31,0,Dec-2001,0,5,0,12122,94,11,f,0,0,0,0,1,52115,12900
12590,7000,7000,7000, 36 months,11.14,229.64,B,B2,nycta,9 years,MORTGAGE,70000,n,debt_consolidation,freedom from debt God bless,NY,8.66,0,Apr-2001,0,7,1,8070,48.9,17,f,0,0,1879,319.36,1,362457,16500
12591,35000,35000,35000, 60 months,11.53,770.27,B,B5,Social Worker,4 years,MORTGAGE,103000,n,credit_card,Credit card refinancing,CA,16.96,0,Nov-1996,0,12,0,51344,65.1,21,w,34127.87,34127.87,0,0,1,544725,78900
12592,10000,10000,10000, 36 months,6.03,304.36,A,A1,FSA,1 year,MORTGAGE,50000,n,credit_card,Credit card refinancing,AZ,3.28,0,Mar-2001,0,18,1,9116,16.6,25,w,7133.49,7133.49,0,0,1,217404,55000
12593,21200,21200,21200, 60 months,23.63,605.34,F,F3,State Street Bank,9 years,RENT,48000,n,debt_consolidation,personal,MA,26.93,0,Jun-2004,0,17,0,17243,63.6,24,w,0,0,0,0,1,27396,27100
12594,13750,13750,13750, 36 months,6.62,422.18,A,A2,Magnetic Ticket & Label,10+ years,OWN,52000,n,debt_consolidation,Debt consolidation,TX,28.96,0,Jun-1999,0,6,0,9130,54.3,24,f,0,0,0,0,1,37122,16800
12595,2000,2000,2000, 36 months,13.99,68.35,C,C3,m/s tube technologies,2 years,OWN,35000,n,other,personal,MI,0.51,0,Jul-2000,1,2,0,278,9.9,3,f,0,0,1770.64,0,1,,
12596,6000,6000,6000, 36 months,6.62,184.23,A,A2,,10+ years,MORTGAGE,60000,n,home_improvement,pool loan,PA,4.26,0,Nov-1991,1,8,0,13915,36,27,f,0,0,0,0,1,,
12597,10800,10800,10800, 60 months,16.29,264.31,D,D2,Garbage man,7 years,MORTGAGE,80000,n,debt_consolidation,Debt consolidation,WA,16.25,0,Jan-2005,2,12,0,10232,47.2,16,w,8856.45,8856.45,0,0,1,225570,21700
12598,5000,5000,5000, 36 months,10.99,163.67,B,B4,Site Supervisor,< 1 year,OWN,50000,n,medical,Medical expenses,CT,39.51,0,Mar-1987,2,12,0,6512,43.1,33,f,4521.97,4521.97,0,0,1,62916,15100
12599,10000,10000,10000, 36 months,10.15,323.38,B,B2,tech,7 years,OWN,51000,n,other,Other,CA,20.35,0,Jul-2005,2,19,0,8615,18.8,38,f,0,0,0,0,1,26405,45800
12600,10000,10000,10000, 36 months,12.69,335.45,C,C2,Sales Manager,10+ years,MORTGAGE,69900,n,debt_consolidation,Debt consolidation,FL,34.64,4,Jul-1996,1,17,0,15443,59.9,44,w,0,0,0,0,1,236399,25800
12601,10000,10000,9888.55842, 60 months,13.98,232.58,C,C3,WMC Global,2 years,RENT,69996,n,small_business,Debutante,VA,22.13,0,Jun-2005,0,6,1,1845,17.9,13,f,0,0,0,0,1,,
12602,6500,6500,6500, 36 months,12.99,218.98,B,B4,broadcast editor,5 years,RENT,60000,n,debt_consolidation,conso/hosp,CA,15.62,0,Jan-1989,0,11,0,10444,44.8,19,w,2642.19,2642.19,0,0,1,28853,23300
12603,25000,25000,25000, 60 months,8.18,509.07,B,B1,,10+ years,MORTGAGE,85000,n,home_improvement,Home improvement,NC,27.53,0,Aug-1999,0,19,0,3936,5.2,44,w,23283.5,23283.5,0,0,1,63388,76300
12604,23850,23850,23850, 60 months,17.27,596.21,C,C5,Barrick,8 years,MORTGAGE,120000,n,home_improvement,Home improvement,NV,12.83,1,Nov-1999,0,9,0,6835,40.7,23,w,14053.86,14053.86,0,0,1,172474,16800
12605,7000,7000,6975, 36 months,8.9,222.28,A,A5,Evans Analytical Group,6 years,RENT,65000,n,medical,Personal Loan,MA,14.66,0,Oct-2003,0,9,0,9385,53.7,33,f,0,0,0,0,1,,
12606,35000,35000,35000, 60 months,11.44,768.69,B,B4,Portfolio Manager,2 years,MORTGAGE,450000,n,debt_consolidation,Debt consolidation,CT,7.86,1,May-1995,0,10,0,185273,43.6,25,w,29980,29980,0,0,1,1179722,296700
12607,10000,10000,10000, 36 months,15.8,350.59,C,C3,,n/a,MORTGAGE,50720,n,debt_consolidation,Clean-up loan,RI,21.92,2,Jul-1988,0,14,0,3632,41.7,25,f,0,0,1236.03,12.3603,1,183379,8700
12608,3000,3000,3000, 36 months,13.98,102.51,C,C1,Retail Sales Manger ,< 1 year,RENT,65000,n,debt_consolidation,Debt consolidation,CA,13.66,0,Jul-2003,3,10,0,18278,65.3,37,f,0,0,0,0,1,76858,28000
12609,20000,20000,20000, 60 months,16.55,492.23,D,D2,operations supervisor,10+ years,OWN,85000,n,debt_consolidation,Debt consolidation,FL,18.24,0,May-1999,3,15,0,15237,66.8,32,w,18887.76,18887.76,0,0,1,15237,22800
12610,15000,15000,15000, 36 months,6.03,456.54,A,A1,Business Analyst,10+ years,MORTGAGE,56160,n,credit_card,Credit card refinancing,WA,20.83,0,Dec-2000,1,8,0,10395,37.1,32,w,8253.05,8253.05,0,0,1,127614,28000
12611,21000,21000,21000, 36 months,10.15,679.1,B,B2,director of credit and collections,10+ years,MORTGAGE,160000,n,debt_consolidation,Debt consolidation,NJ,23.25,0,Mar-2003,0,11,0,5872,47,26,f,0,0,0,0,1,715522,12500
12612,12000,12000,12000, 60 months,16.55,295.34,D,D2,Accounting/Payroll Manager,10+ years,RENT,75000,n,debt_consolidation,Debt consolidation,CA,8.14,0,Jul-2000,2,12,1,12370,64.8,21,w,11605.08,11605.08,0,0,1,12370,19100
12613,21625,21625,21625, 60 months,19.52,567.17,E,E3,Nurse,7 years,OWN,54200,n,debt_consolidation,Debt consolidation,GA,5.99,1,Dec-2002,0,11,0,19437,56.5,26,f,0,0,0,0,1,121141,34400
12614,15000,15000,14500, 36 months,8.49,473.45,A,A5,HAVI Global Solutions,10+ years,MORTGAGE,152000,n,debt_consolidation,Consolidation Loan 2011,IL,11.18,0,Jan-1996,0,7,0,4306,61.5,31,f,0,0,0,0,1,,
12615,13200,13200,13200, 36 months,6.03,401.75,A,A1,REgistered Nurse,4 years,MORTGAGE,65000,n,debt_consolidation,Consolidation,CO,12.96,0,Oct-1997,1,13,0,13754,19.9,39,w,0,0,0,0,1,299798,69200
12616,19500,19500,19500, 60 months,23.33,553.42,F,F5,exxon food mart,1 year,MORTGAGE,50000,n,small_business,Small Business Loan,GA,17.62,1,Feb-2001,1,6,0,14851,97.1,12,f,0,0,1078.78,10.29,1,,
12617,6075,6075,6075, 60 months,21.48,166,E,E4,"bed, bath and beyond",5 years,RENT,13200,n,other,expenses,CA,14.82,1,Dec-2006,0,2,0,2711,63,4,f,0,0,338.5,3.03,1,,
12618,18000,18000,18000, 36 months,7.62,560.91,A,A3,Professor,2 years,MORTGAGE,65000,n,credit_card,Credit card refinancing,FL,18.24,0,Aug-2002,0,9,0,12685,40.9,32,w,8000.98,8000.98,0,0,1,342900,31000
12619,18000,18000,18000, 60 months,16.29,440.51,C,C4,Boston Globe,10+ years,MORTGAGE,99000,n,debt_consolidation,Getting it together,NH,19.64,0,Apr-1993,0,11,0,27001,90,32,f,0,0,0,0,1,456235,30000
12620,15000,15000,15000, 60 months,12.69,338.93,C,C2,Teacher,8 years,RENT,68000,n,debt_consolidation,Debt consolidation,MD,22.5,0,Mar-2001,0,11,0,20671,37.9,29,w,14267.26,14267.26,0,0,1,57658,54500
12621,7875,7875,7875, 36 months,11.99,261.53,B,B5,Leigh Hart  attorney,10+ years,MORTGAGE,55500,n,debt_consolidation,debt consolidation,FL,24.84,0,Nov-1983,2,18,0,13690,29.2,37,f,0,0,0,0,1,,
12622,8100,8100,8100, 36 months,9.67,260.12,B,B1,Assistant Manager,10+ years,MORTGAGE,44000,n,credit_card,Pay Off Credit Cards,AR,25.18,0,Mar-2003,2,6,0,7945,79.4,9,w,2489.19,2489.19,0,0,1,33003,10000
12623,14000,14000,14000, 36 months,12.39,467.62,C,C1,Manager,4 years,RENT,50000,n,debt_consolidation,Debt consolidation,MI,21.1,0,Jun-2006,0,6,0,8827,89.2,23,w,11320.09,11320.09,0,0,1,59900,9900
12624,10000,10000,10000, 36 months,14.49,344.17,C,C4,IT,< 1 year,RENT,40000,n,debt_consolidation,Debt consolidation,CA,6.81,0,Sep-2010,0,4,0,6262,102.7,4,f,7133.54,7133.54,0,0,1,6262,6100
12625,6000,6000,6000, 36 months,14.49,206.5,C,C4,Specialist,5 years,MORTGAGE,43000,n,credit_card,Credit card refinancing,OH,18.62,0,Aug-2008,2,15,0,5324,21.3,21,w,3809.94,3809.94,0,0,1,143961,25000
12626,17000,17000,17000, 36 months,9.67,545.92,B,B1,Office mgr,10+ years,MORTGAGE,95000,n,debt_consolidation,Debt consolidation,CT,18.15,1,Oct-1982,2,12,0,27857,39.1,26,f,6711.96,6711.96,0,0,1,40038,71300
12627,20000,20000,20000, 36 months,9.49,640.57,B,B2,Director Computer Operations,10+ years,MORTGAGE,156000,n,debt_consolidation,Debt consolidation,IL,19.65,1,Dec-1986,0,12,0,20561,78.8,27,f,14478.68,14478.68,0,0,1,130531,26100
12628,21000,21000,21000, 60 months,10.15,447.74,B,B2,Industrial Sec Rep Stf,< 1 year,MORTGAGE,135000,n,home_improvement,Home improvement,MD,14.52,0,Nov-1993,0,11,0,45296,67,28,w,16083.78,16083.78,0,0,1,434806,67600
12629,12000,12000,11950, 36 months,8.9,381.04,A,A5,SIRVA INC,7 years,MORTGAGE,100000,n,debt_consolidation,Consoldation,MN,10.82,0,Jan-1997,0,17,0,12569,62.2,33,f,0,0,0,0,1,163221,20200
12630,3000,3000,2934.89221, 36 months,14.11,102.69,D,D1,Aetna,8 years,MORTGAGE,75000,n,home_improvement,Amy's Home Improvement Project,TX,21.01,1,May-1992,1,16,0,10025,57.8,48,f,0,0,0,0,1,,
12631,35000,35000,34700, 60 months,17.57,880.61,D,D4,EVP/CFO,9 years,MORTGAGE,190849,n,debt_consolidation,Debt consolidation,FL,22.77,0,Feb-1980,4,23,0,85555,80,45,f,34258.31,33964.66,0,0,1,860346,107060
12632,8000,8000,8000, 36 months,7.29,248.08,A,A4,United States Army,9 years,RENT,42000,n,debt_consolidation,Eduardo's Loan,TX,20.71,0,Feb-1992,0,6,0,8773,40.1,21,f,0,0,0,0,1,,
12633,18000,18000,18000, 60 months,19.19,468.82,E,E3,Distribution supervisor,10+ years,RENT,72000,n,major_purchase,Major purchase,CA,10.12,0,Nov-1993,0,4,3,540,10,5,f,16670.79,16670.79,0,0,1,21077,5400
12634,11175,11175,11175, 60 months,20.2,297.32,E,E3,Risk Manager,8 years,RENT,85000,n,debt_consolidation,Debt consolidation,CO,3.75,0,Mar-2003,2,11,0,6762,44.8,15,w,0,0,0,0,1,9379,15100
12635,22800,22800,22800, 36 months,12.99,768.12,C,C1,LEAD MAINTENANCE WORKER,6 years,RENT,65000,n,credit_card,Credit card refinancing,CA,12.47,0,Oct-1996,0,8,0,20039,90.7,22,w,13127.1,13127.1,0,0,1,28702,22100
12636,9600,9600,9600, 36 months,15.61,335.67,C,C3,PROGRAM COORDINATOR,6 years,RENT,44000,n,debt_consolidation,CONSILADATION,MA,19.84,0,Mar-1985,1,21,0,6708,55,47,f,3952.8,3952.8,0,0,1,68223,12200
12637,6000,6000,6000, 60 months,20.16,159.5,G,G1,Brevard County Clerk of Courts,10+ years,RENT,24000,n,debt_consolidation, Freedom Loan,FL,4.5,0,Jun-2003,0,3,0,954,95.4,9,f,0,0,219.31,2.35,1,,
12638,7000,7000,7000, 36 months,14.16,239.79,C,C2,foreman,5 years,RENT,48000,n,debt_consolidation,Debt consolidation,CA,19.54,2,Nov-2007,0,13,0,5767,50.1,17,f,0,0,0,0,1,35369,11500
12639,10000,10000,10000, 36 months,17.27,357.88,C,C5,Burger King,7 years,OWN,42000,n,credit_card,Credit card refinancing,PA,24.66,0,Apr-2001,1,14,1,11370,46.8,22,f,0,0,0,0,1,29488,24300
12640,11000,11000,11000, 36 months,12.49,367.94,B,B5,bus operator,10+ years,RENT,45500,n,debt_consolidation,Debt consolidation,CA,5.62,0,May-1989,0,9,1,6177,28.4,30,f,6313.24,6313.24,0,0,1,6177,20100
12641,10000,10000,10000, 36 months,10.16,323.43,B,B1,Manpower Inc.,1 year,MORTGAGE,92000,n,debt_consolidation,Credit Card Debt,CA,29.22,0,Sep-1988,3,9,0,21080,71.7,19,f,0,0,595.52,5.9552,1,216860,29400
12642,6000,6000,6000, 36 months,10.99,196.41,B,B4,Dog groomer,1 year,OWN,56000,n,debt_consolidation,Debt consolidation,NC,25.65,0,Nov-2006,0,7,0,4340,67.8,22,w,5131.57,5131.57,0,0,1,58711,6400
12643,1600,1600,1600, 36 months,13.49,54.29,C,C2,US Army,4 years,RENT,43200,n,vacation,VAC to NH,VA,9.67,0,Feb-2008,0,5,0,7355,67.5,6,f,0,0,0,0,1,,
12644,2875,2875,2875, 36 months,16.99,102.49,D,D3,Server,< 1 year,RENT,20500,n,debt_consolidation,Debt consolidation,FL,20.2,0,Feb-2009,0,6,0,1594,46.9,6,f,2687.01,2687.01,0,0,1,9699,3400
12645,7000,7000,7000, 36 months,12.29,233.48,C,C1,Inspection,< 1 year,MORTGAGE,58900,n,home_improvement,Home improvement,WA,11.23,2,Sep-1998,0,9,0,14865,73.2,18,w,5482.81,5482.81,0,0,1,177648,20300
12646,10000,10000,10000, 36 months,8.9,317.54,A,A5,foam design,< 1 year,RENT,21120,n,house,house loan,KY,1.42,0,Apr-1997,2,3,0,2560,8.5,9,f,0,0,0,0,1,,
12647,31300,31300,31300, 60 months,19.2,815.39,D,D3,Operations Officer,10+ years,RENT,70404,n,debt_consolidation,consolidation,KY,18.43,0,Sep-2001,0,12,0,2583,41,33,f,0,0,6641.5,1195.47,1,52312,6300
12648,12000,12000,12000, 60 months,16.55,295.34,D,D2,Dean,10+ years,MORTGAGE,120000,n,home_improvement,Home improvement,FL,9.85,1,Mar-1998,0,20,0,6335,68.6,31,w,11069.34,11069.34,0,0,1,254422,8500
12649,15000,15000,14925, 36 months,9.67,481.69,B,B1,Technical Instrcutor,2 years,RENT,90000,n,debt_consolidation,Consolidation,NH,12.26,0,Sep-1996,1,8,0,8485,42.4,20,f,0,0,0,0,1,35783,20000
12650,18000,18000,18000, 36 months,5.32,542.07,A,A1,General Manager,10+ years,MORTGAGE,88000,n,debt_consolidation,Debt consolidation,TN,10.57,0,Oct-2003,1,25,0,13038,8.4,39,w,17073.41,17073.41,0,0,1,250258,190300
12651,7800,7800,7800, 60 months,20.5,208.83,E,E2,duraclean,6 years,RENT,47000,n,major_purchase,personal,FL,6.38,0,Nov-1986,1,9,0,1115,13.1,22,f,2756.64,2756.64,0,0,1,,
12652,18625,18625,18625, 60 months,22.99,524.95,F,F1,RN,< 1 year,RENT,52000,n,debt_consolidation,Debt consolidation,MI,32.29,0,Jul-2007,0,19,0,18662,94.3,28,f,17378.27,17378.27,0,0,1,85271,19800
12653,19000,19000,19000, 60 months,11.53,418.15,B,B5,drug counselor,5 years,RENT,52000,n,credit_card,Credit card refinancing,NJ,17.12,0,Aug-1999,0,10,0,10316,26.8,26,w,0,0,0,0,1,26216,38500
12654,20000,20000,20000, 60 months,24.08,576.29,F,F2,Data Manager,10+ years,MORTGAGE,85000,n,debt_consolidation,Debt consolidation,GA,11,1,Oct-1995,0,9,0,60022,75.6,23,w,0,0,0,0,1,314019,79400
12655,14000,14000,14000, 36 months,17.14,500.12,D,D4,Senior mortgage banker,< 1 year,MORTGAGE,100000,n,debt_consolidation,Debt consolidation,IL,9.48,0,Nov-2002,4,12,0,2400,44.4,21,f,0,0,0,0,1,348245,5400
12656,12000,12000,12000, 60 months,24.5,348.71,F,F3,US Bank,6 years,RENT,85000,n,other,Consolidation,CA,13.25,0,Sep-1997,1,13,1,3393,19.4,21,f,0,0,0,0,1,32684,17500
12657,16000,16000,16000, 60 months,15.31,383.25,C,C4,Driver,10+ years,MORTGAGE,79780.86,n,home_improvement,Home improvement,FL,26.73,0,Mar-1971,0,19,0,12761,60.2,31,f,12176.26,12176.26,0,0,1,311609,21200
12658,28000,28000,28000, 36 months,17.57,1006.24,D,D2,Installation Services Manager,10+ years,MORTGAGE,97000,n,debt_consolidation,Debt consolidation,SD,20.55,0,Feb-1990,3,10,0,38641,85.5,31,f,14517.37,14517.37,0,0,1,301369,45200
12659,16000,16000,16000, 36 months,13.67,544.29,B,B5,University of North Texas - System,9 years,OWN,38837,n,debt_consolidation,Freedom,TX,22.65,0,Jul-2000,0,12,0,15035,65.4,30,f,0,0,0,0,1,,
12660,6450,6450,6450, 36 months,17.76,232.41,D,D1,Paramedic,10+ years,RENT,38400,n,debt_consolidation,bill,NC,21.84,0,May-2007,2,3,0,5810,93.7,16,f,2538.17,2538.17,0,0,1,20521,6200
12661,8050,8050,8050, 36 months,20.49,301.19,E,E2,supervisor,2 years,RENT,32000,n,debt_consolidation,Debt consolidation,CA,33.72,0,Jan-1999,3,14,1,11475,76,52,f,0,0,942.23,169.6014,1,29630,15100
12662,20000,20000,20000, 36 months,11.67,661.14,B,B4,Rural Mail Carrier,5 years,OWN,57000,n,debt_consolidation,Debt consolidation,TN,20.57,1,Oct-1994,0,11,0,11098,63.1,30,w,0,0,661.14,119.0052,1,71676,17600
12663,6000,6000,6000, 36 months,10.99,196.41,B,B4,lead operator,9 years,OWN,40000,n,credit_card,Credit card refinancing,SC,18.9,0,Apr-2010,0,5,0,5804,77.4,17,w,5715.78,5715.78,0,0,1,18327,7500
12664,12000,12000,12000, 36 months,9.67,385.35,B,B1,Web Content Specialist,1 year,RENT,55000,n,debt_consolidation,Credit Card Refinancing,MD,29.23,0,Dec-2003,0,11,0,18416,62.4,40,f,0,0,1618.09,16.1809,1,45465,29500
12665,8000,8000,8000, 36 months,12.12,266.18,B,B3,Orthopedic associates,3 years,RENT,45000,n,other, 2nd loan,HI,24.64,0,Dec-2000,2,21,0,4838,23.5,35,w,0,0,0,0,1,39307,20600
